"","Project","Date","Outflow (kcfs)","Spill (kcfs)","Spill Percent (%)","Inflow (kcfs)","Temp (Scroll Case) (C)","Temperature (C)","Barometric Pressure (mmHg)","Dissolved Gas (mmHg)","Dissolved Gas Percent (%)","Turbidity (ft)","Elevation (ft)"
"7552","BON",2020-04-16,151.9,103.7,68.27,153,10.16,10.16,763.75,839.42,109.91,7,74.72
"7553","BON",2020-04-17,163.75,112.42,68.65,161.4,10.27,10.27,757.08,850.46,112.34,6,74.84
"7554","BON",2020-04-18,162.4,111.55,68.69,159.1,10.33,10.33,757.58,863.75,114.01,NA,74.4
"7555","BON",2020-04-19,159.68,109.91,68.84,154.6,10.46,10.46,760.46,853.54,112.24,5,74.11
"7556","BON",2020-04-20,158.39,109.61,69.2,162.4,10.74,10.74,760.42,847.38,111.44,6,73.78
"7557","BON",2020-04-21,166.74,113.41,68.02,169.2,10.9,10.9,765,844.75,110.43,6,74.25
"7558","BON",2020-04-22,171.99,117.79,68.49,171.1,11.04,11.04,762,847.79,111.26,6,74.32
"7559","BON",2020-04-23,183.12,124.76,68.13,188.6,11.15,11.15,765.04,844.75,110.42,6,74.55
"7560","BON",2020-04-24,200.38,130.16,64.95,200.8,11.45,11.45,763.67,855.25,111.99,NA,74.64
"7561","BON",2020-04-25,201.48,133.04,66.03,198.4,11.7,11.7,760.75,869.42,114.28,6,74.72
"7562","BON",2020-04-26,200.82,132.75,66.1,203.3,11.94,11.94,760.63,875,115.04,5,74.63
"7563","BON",2020-04-27,214.37,132.8,61.95,210.6,12.13,12.13,760.46,880.08,115.73,7,74.43
"7564","BON",2020-04-28,235.34,133.69,56.81,232,12.38,12.38,763.88,873.75,114.39,6,73.85
"7565","BON",2020-04-29,268.58,132.7,49.41,264.8,12.49,12.49,758.21,886.25,116.89,6,73.71
"7566","BON",2020-04-30,233.92,132.68,56.72,240.8,12.62,12.62,761.25,879.17,115.49,6,73.93
"7567","BON",2020-05-01,242.98,133.22,54.83,238.6,12.66,12.66,760.67,872.63,114.72,7,73.79
"7568","BON",2020-05-02,265.78,133.15,50.1,272.6,12.7,12.7,757.21,880.29,116.26,7,73.96
"7569","BON",2020-05-03,267.55,132.67,49.59,263.7,12.68,12.68,765.21,881.83,115.24,7,74.46
"7570","BON",2020-05-04,269.16,132.91,49.38,275.6,12.75,12.75,764.25,885.79,115.9,5,73.99
"7571","BON",2020-05-05,270.47,132.19,48.87,266.2,12.86,12.86,761.63,905.46,118.89,4,74.11
"7572","BON",2020-05-06,250.29,132.59,52.97,244.3,12.87,12.87,767.79,883.33,115.06,4,74.04
"7573","BON",2020-05-07,270.73,132.95,49.11,275.7,12.79,12.79,767,878.75,114.57,4,73.85
"7574","BON",2020-05-08,289.94,132.56,45.72,278.9,12.76,12.76,761.58,888.71,116.69,5,73.25
"7575","BON",2020-05-09,274.43,133,48.46,275.9,13.16,13.16,757.33,899.88,118.82,5,73.36
"7576","BON",2020-05-10,260.39,133,51.08,258.3,13.5,13.5,753.38,906.04,120.26,4,73.25
"7577","BON",2020-05-11,276.75,132.7,47.95,281,13.47,13.47,751.21,911.58,121.35,4,73.2
"7578","BON",2020-05-12,313.43,133.23,42.51,319.4,13.27,13.27,752,903.04,120.09,5,73.1
"7579","BON",2020-05-13,308.1,132.53,43.02,308.8,13.16,13.16,756.38,900.46,119.05,5,73.68
"7580","BON",2020-05-14,352.55,142.38,40.39,343,13.16,13.16,759.17,903.17,118.97,5,73.25
"7581","BON",2020-05-15,332.95,139.8,41.99,338.3,13.16,13.16,762.04,903.5,118.57,3,72.57
"7582","BON",2020-05-16,311.99,133.15,42.68,301.6,13.12,13.12,754.83,905.21,119.92,3.5,73.15
"7583","BON",2020-05-17,304.04,132.77,43.67,312.6,12.97,12.97,752,905.54,120.42,3.5,73.02
"7584","BON",2020-05-18,304.74,133.01,43.65,311,12.94,12.94,754.21,902.71,119.69,5,74
"7585","BON",2020-05-19,338.06,148.26,43.86,332.7,12.85,12.85,759.54,879.46,115.79,5,73.58
"7586","BON",2020-05-20,348.52,148.56,42.63,353.1,12.88,12.88,761.46,866.08,113.74,4,73.3
"7587","BON",2020-05-21,355.08,148.8,41.9,349.8,12.87,12.87,760.67,864.08,113.6,4,73.43
"7588","BON",2020-05-22,341.2,148.61,43.56,349.9,12.92,12.92,762.25,870.46,114.2,3,73.36
"7589","BON",2020-05-23,336.23,148.95,44.3,346.1,12.96,12.96,764.08,869.58,113.81,3,74.53
"7590","BON",2020-05-24,344.37,147.03,42.7,339.5,13.08,13.08,763.17,878.71,115.14,3,74.53
"7591","BON",2020-05-25,329.03,148.17,45.03,323.5,13.12,13.12,761.58,896.54,117.72,NA,74.19
"7592","BON",2020-05-26,323.17,138.1,42.73,308.6,13.22,13.22,761.83,893.33,117.26,3,72.8
"7593","BON",2020-05-27,315.06,141.89,45.04,323.2,13.41,13.41,761.21,897.25,117.87,3,73.02
"7594","BON",2020-05-28,321.07,135.98,42.35,333.6,13.66,13.66,758.08,916.88,120.95,3,73.57
"7595","BON",2020-05-29,362.39,149.29,41.2,356.1,13.96,13.96,755.54,933.71,123.58,3,73.78
"7596","BON",2020-05-30,367.08,149.1,40.62,373.8,14.06,14.06,754.67,904.88,119.91,3,74.09
"7597","BON",2020-05-31,370.2,148.75,40.18,368.8,14.24,14.24,760.63,868.33,114.16,3,74.01
"7598","BON",2020-06-01,389.8,186.84,47.93,395.5,14.28,14.28,762.21,892,117.03,3,74.18
"7599","BON",2020-06-02,407.67,220.16,54.01,407.2,14.49,14.49,763.46,913.96,119.71,NA,74.63
"7600","BON",2020-06-03,395,207.5,52.53,381.9,14.53,14.53,761.88,917.29,120.4,3,74.13
"7601","BON",2020-06-04,356.99,163.64,45.84,351.4,14.6,14.6,759.46,908.83,119.67,3,73.31
"7602","BON",2020-06-05,371.78,150.74,40.55,386,14.66,14.66,752.83,906.29,120.38,3,73.63
"7603","BON",2020-06-06,371.46,151.64,40.82,370.4,14.58,14.58,755.13,892.88,118.24,4,74.77
"7604","BON",2020-06-07,364.82,149.77,41.05,359,14.64,14.64,759.75,878.5,115.63,4,73.28
"7605","BON",2020-06-08,359.64,149.9,41.68,360.5,14.72,14.72,765.04,882,115.29,3,73.56
"7606","BON",2020-06-09,332.2,149.45,44.99,338.5,14.56,14.56,763.58,911.38,119.36,3,74.36
"7607","BON",2020-06-10,299.76,132.91,44.34,291.7,14.77,14.77,761.88,917,120.36,3,74.51
"7608","BON",2020-06-11,308.33,148.5,48.16,306.7,15.03,15.03,760.17,895.79,117.84,3.5,73.44
"7609","BON",2020-06-12,330.76,142.89,43.2,328.3,14.98,14.98,759.58,889.63,117.12,4,73.57
"7610","BON",2020-06-13,288.98,133.23,46.1,293.2,14.81,14.81,758.75,873.75,115.16,5,73.79
"7611","BON",2020-06-14,284.2,138.53,48.74,283.4,14.77,14.77,760.13,875.92,115.23,5,73.83
"7612","BON",2020-06-15,305.75,135.22,44.23,312,14.97,14.97,758.38,887.58,117.04,5,74.02
"7613","BON",2020-06-16,280.65,98.29,35.02,279.3,15.1,15.1,761.38,895.17,117.57,3.5,74.41
"7614","BON",2020-06-17,281.76,103.76,36.83,282.7,15.19,15.19,765.79,872.79,113.97,5,74.37
"7615","BON",2020-06-18,292.35,96.14,32.88,297.8,15.49,15.49,763.29,864.71,113.29,5,74.25
"7616","BON",2020-06-19,305.35,101.57,33.26,306.8,15.81,15.81,758.5,882.58,116.36,5,74.72
"7617","BON",2020-06-20,308.72,99.93,32.37,298.1,15.97,15.97,759.08,880.58,116.01,NA,74.27
"7618","BON",2020-06-21,280.79,102.65,36.56,281.2,16.03,16.03,762.25,867.96,113.87,5,74.09
"7619","BON",2020-06-22,289.53,108.97,37.64,290.4,16.28,16.28,762.63,867.04,113.69,5,73.93
"7620","BON",2020-06-23,300.84,108.68,36.13,301.4,16.56,16.56,757.75,890.83,117.57,5,73.61
"7621","BON",2020-06-24,293.84,107.16,36.47,289.4,16.84,16.84,757.38,893.71,118,6,73.43
"7622","BON",2020-06-25,292.82,109.46,37.38,296.9,17.12,17.12,758.92,871.04,114.77,6,73.53
"7623","BON",2020-06-26,311.95,108.61,34.82,305.8,17.34,17.34,759,870.13,114.64,6,73.6
"7624","BON",2020-06-27,293.68,109.27,37.21,294,17.66,17.66,758.54,855.63,112.8,5,73.33
"7625","BON",2020-06-28,314.13,111.81,35.59,314.1,17.45,17.45,756.08,833.13,110.19,5,73.09
"7626","BON",2020-06-29,302.08,110.38,36.54,307.9,17.41,17.41,759.54,844.96,111.25,NA,73.69
"7627","BON",2020-06-30,314.37,108.62,34.55,321.8,17.53,17.53,759.5,839.25,110.5,5,74.28
"7628","BON",2020-07-01,302.78,108.9,35.97,299.1,17.46,17.46,759.21,847.63,111.65,4,74.44
"7629","BON",2020-07-02,306.54,109.71,35.79,305.4,17.3,17.3,759.25,855.17,112.63,5,74.18
"7630","BON",2020-07-03,322.5,96.98,30.07,315.7,17.32,17.32,760.67,874.75,115,4,73.82
"7631","BON",2020-07-04,298.6,94.94,31.8,289,17.43,17.43,763.08,870.29,114.05,5,73.2
"7632","BON",2020-07-05,257.98,95.15,36.88,264.9,17.4,17.4,762.58,864.42,113.35,4,73.48
"7633","BON",2020-07-06,216.18,95.18,44.03,211.8,17.36,17.36,760.13,846.88,111.41,5,73.15
"7634","BON",2020-07-07,233.08,95.43,40.94,235.1,17.31,17.31,761.21,826.75,108.61,5,73.33
"7635","BON",2020-07-08,234.25,95.19,40.64,234.6,17.4,17.4,760.83,833.54,109.56,5,73.15
"7636","BON",2020-07-09,227.16,95.61,42.09,232.2,17.57,17.57,759.29,843.38,111.07,5,73.6
"7637","BON",2020-07-10,250.41,95.52,38.15,246.2,17.74,17.74,762.08,851.21,111.69,5,73.51
"7638","BON",2020-07-11,239.06,95.55,39.97,244.1,18.02,18.02,761.67,859.33,112.82,5,73.5
"7639","BON",2020-07-12,202.01,95.61,47.33,205.8,18.23,18.23,762,847,111.15,5,73.55
"7640","BON",2020-07-13,215.88,95.86,44.41,210,18.3,18.3,760.75,845.83,111.18,5,73.74
"7641","BON",2020-07-14,235.23,95.42,40.56,232.1,18.41,18.41,760.63,853.88,112.26,7,73.7
"7642","BON",2020-07-15,221.46,95.56,43.15,227.5,18.73,18.73,760.46,859.88,113.07,7,73.89
"7643","BON",2020-07-16,198.13,95.56,48.23,205.3,19.14,19.14,758.83,845,111.35,7,73.93
"7644","BON",2020-07-17,208.72,95.45,45.73,193.4,19.4,19.4,760.92,828.75,108.92,7,73.89
"7645","BON",2020-07-18,199.55,95,47.6,205.6,19.42,19.42,762,823.79,108.11,5,73.51
"7646","BON",2020-07-19,176.16,95.45,54.19,183.3,19.56,19.56,759.46,836.08,110.09,5,74.04
"7647","BON",2020-07-20,197.67,95.32,48.22,192.6,19.85,19.85,758.08,849.29,112.03,6,73.91
"7648","BON",2020-07-21,215.05,95.03,44.19,209.7,20.3,20.3,755.46,855.63,113.26,NA,73.47
"7649","BON",2020-07-22,189.75,95.19,50.17,190.8,20.41,20.41,754.58,835.42,110.71,7,73.65
"7650","BON",2020-07-23,191.72,95.23,49.67,195.1,20.33,20.33,757.42,818.58,108.08,7,73.7
"7651","BON",2020-07-24,173.48,95.41,55,166.9,19.92,19.92,759.96,806.08,106.07,6,73.72
"7652","BON",2020-07-25,181.88,95.29,52.39,187.5,19.7,19.7,760.46,805.79,105.96,7,73.71
"7653","BON",2020-07-26,190.77,95.61,50.12,194.9,19.93,19.93,758.54,826.29,108.93,7,74.16
"7654","BON",2020-07-27,187.58,95.23,50.77,180,20.36,20.36,755.79,853.96,112.99,7,73.71
"7655","BON",2020-07-28,181.68,94.86,52.21,178.1,20.87,20.87,755.58,856.42,113.34,7,73.22
"7656","BON",2020-07-29,186,94.92,51.03,195,21.06,21.06,755.92,838.63,110.94,7,73.39
"7657","BON",2020-07-30,196.33,95.38,48.58,196.7,21.26,21.26,756.71,840.17,111.03,7,73.83
"7658","BON",2020-07-31,184.28,95.34,51.74,180.9,21.26,21.26,757.54,832.17,109.85,7,73.64
"7659","BON",2020-08-01,171.36,95.29,55.61,173.3,21.24,21.24,761.08,814.83,107.06,6,73.93
"7660","BON",2020-08-02,171.03,95.29,55.72,173.5,21.29,21.29,761.79,815.17,107.01,7,74.36
"7661","BON",2020-08-03,157.36,94.65,60.15,158,21.31,21.31,763.83,815.92,106.82,7,73.67
"7662","BON",2020-08-04,174.28,94.93,54.47,181.5,21.42,21.42,761.29,821.79,107.95,7,74.05
"7663","BON",2020-08-05,189,94.92,50.22,176.9,21.63,21.63,758.42,827.08,109.05,7,73.94
"7664","BON",2020-08-06,158.29,94.86,59.93,161.1,21.48,21.48,759.58,813.38,107.08,7,73.77
"7665","BON",2020-08-07,173.68,94.9,54.64,168.9,21.29,21.29,762.83,803.29,105.3,7,73.9
"7666","BON",2020-08-08,157.92,94.75,60,160.1,21.25,21.25,762.92,803.92,105.37,7,73.8
"7667","BON",2020-08-09,146.27,94.95,64.91,149.3,21.08,21.08,763.75,806.33,105.58,7,74.06
"7668","BON",2020-08-10,168.37,94.74,56.27,168.4,21.24,21.24,759.46,814.58,107.26,7,73.88
"7669","BON",2020-08-11,164.58,94.84,57.63,159.6,21.26,21.26,756.75,815.58,107.77,7,73.85
"7670","BON",2020-08-12,146.59,94.65,64.57,147.5,21.01,21.01,759.13,798.71,105.21,7,73.59
"7671","BON",2020-08-13,135.65,91.55,67.5,136.6,20.91,20.91,761.17,798.17,104.86,7,73.87
"7672","BON",2020-08-14,149.11,94.28,63.23,143.3,20.75,20.75,761.21,800.25,105.13,7,73.85
"7673","BON",2020-08-15,149.53,51.83,34.66,158.8,20.82,20.82,757.13,813.42,107.44,NA,74.08
"7674","BON",2020-08-16,155.85,50.2,32.21,158.4,21.06,21.06,756,837.54,110.79,7,74.48
"7675","BON",2020-08-17,170.36,50.13,29.43,165.5,21.42,21.42,758.79,844.63,111.31,7,74.06
"7676","BON",2020-08-18,161.06,50.02,31.05,156.3,21.69,21.69,759.63,831.96,109.52,7,73.66
"7677","BON",2020-08-19,153.49,49.94,32.54,159.9,21.72,21.72,757.38,816.67,107.83,7,73.54
"7678","BON",2020-08-20,160.88,50.35,31.3,159.3,21.55,21.55,755.92,808.38,106.94,7,74.35
"7679","BON",2020-08-21,165.2,50.4,30.51,169.3,21.32,21.32,755.46,810.63,107.3,7,74.28
"7680","BON",2020-08-22,169.18,50.46,29.83,165.5,21.14,21.14,759.46,811,106.79,7,74.47
"7681","BON",2020-08-23,157.28,50.19,31.91,152.9,21.25,21.25,757.21,815.71,107.73,7,73.84
"7682","BON",2020-08-24,152.97,50.53,33.03,156.6,21.26,21.26,756.75,815.71,107.79,7,74.15
"7683","BON",2020-08-25,139.21,50.46,36.25,137.6,21.09,21.09,757.21,803.38,106.1,7,74.11
"7684","BON",2020-08-26,137.88,50.38,36.54,141.9,21.14,21.14,757.63,795,104.93,7,73.9
"7685","BON",2020-08-27,135.43,50.5,37.29,135.5,21.09,21.09,758.42,790.79,104.27,7,74.15
"7686","BON",2020-08-28,142.57,50.61,35.5,146.6,21.05,21.05,758.71,794,104.65,7,74.44
"7687","BON",2020-08-29,134.43,50.73,37.74,131.3,21.04,21.04,759.63,795.21,104.68,7,74.54
"7688","BON",2020-08-30,113.53,50.98,44.9,117.6,20.75,20.75,762.46,786.5,103.15,7,74.88
"7689","BON",2020-08-31,116.82,51.18,43.81,122.3,20.51,20.51,761.38,781.67,102.67,7,75.42
"7690","BON",2020-09-01,108.3,3.28,3.03,107.2,20.44,20.44,761.04,780.79,102.6,7,75.45
"7691","BON",2020-09-02,121.8,1.05,0.86,123,20.77,20.77,760.25,787.38,103.57,6,75.36
"7692","BON",2020-09-03,110.5,0.96,0.87,110.5,21.05,21.05,759.63,793.17,104.42,7,75.4
"7693","BON",2020-09-04,107.38,1.57,1.46,104.6,21.32,21.32,758.96,794.38,104.67,7,75.34
"7694","BON",2020-09-05,105.1,1.38,1.31,87.9,21.35,21.35,764.29,783.71,102.54,7,74.29
"7695","BON",2020-09-06,104.41,1.36,1.3,121.9,21.26,21.26,763.92,772.33,101.1,7,74.35
"7696","BON",2020-09-07,108.22,1.4,1.3,109.5,21.23,21.23,762.21,768.63,100.84,7,75.5
"7697","BON",2020-09-08,115.27,1.4,1.21,116.2,20.52,20.52,764.42,762.83,99.79,7,75.41
"7698","BON",2020-09-09,100.03,1.42,1.42,97.7,20.01,20.01,759.88,760.33,100.06,7,75.38
"7699","BON",2020-09-10,116.08,1.39,1.2,116.5,19.9,19.9,759.08,761.42,100.31,7,75.63
"7700","BON",2020-09-11,101.76,1.39,1.36,101.7,20.19,20.19,760.71,765.29,100.6,7,75.48
"7701","BON",2020-09-12,111.58,1.4,1.25,107.5,19.99,19.99,759.21,761.38,100.29,7,75.33
"7702","BON",2020-09-13,117.7,1.39,1.18,120,19.63,19.63,757.79,755.88,99.75,7,75.05
"7703","BON",2020-09-14,125.71,1.39,1.11,126.1,19.67,19.67,758.29,755.83,99.68,7,75
"7704","BON",2020-09-15,114.4,1.4,1.22,112.7,19.8,19.8,761,758,99.61,7,75.35
"7705","BON",2020-09-16,95.52,1.38,1.44,94.3,19.62,19.62,760.58,756.83,99.51,7,75.15
"7706","BON",2020-09-17,109.93,1.29,1.17,109.2,19.53,19.53,758.75,755.54,99.58,7,74.84
"7707","BON",2020-09-18,116.91,1.37,1.17,118.8,19.48,19.48,757.83,756.71,99.85,7,74.74
"7708","BON",2020-09-19,98.15,1.29,1.32,97.8,19.34,19.34,761.42,757.79,99.52,7,75.31
"7709","BON",2020-09-20,91.67,1.44,1.57,88.2,19.29,19.29,761.08,758.38,99.64,7,74.87
"7710","BON",2020-09-21,86.83,1.3,1.49,85.9,19.27,19.27,759.04,759.21,100.02,7,74.84
"7711","BON",2020-09-22,87.3,1.3,1.48,91.3,19.24,19.24,760,760.25,100.03,7,74.88
"7712","BON",2020-09-23,93.6,1.3,1.39,91.7,19.18,19.18,757.21,761.67,100.59,7,74.85
"7713","BON",2020-09-24,89.21,1.3,1.46,91,19.09,19.09,758.83,762.75,100.52,7,74.89
"7714","BON",2020-09-25,99.62,1.3,1.3,96.1,18.89,18.89,NA,NA,NA,7,74.98
"7715","BON",2020-09-26,94.78,1.29,1.36,80.8,18.33,18.33,NA,NA,NA,7,73.92
"7716","BON",2020-09-27,82.19,1.28,1.56,85.2,18.33,18.33,NA,NA,NA,6,73.57
"7717","BON",2020-09-28,119.1,1.25,1.05,113,18.33,18.33,NA,NA,NA,6,73.23
"7718","BON",2020-09-29,120.9,1.28,1.06,120.8,18.33,18.33,NA,NA,NA,7,72.8
"7719","BON",2020-09-30,125.83,1.26,1,129.6,18.33,18.33,NA,NA,NA,7,73.3
"7720","BON",2020-10-01,98.22,1.25,1.27,101.1,18.33,18.33,NA,NA,NA,7,73.38
"7721","BON",2020-10-02,98.79,1.29,1.31,112.6,18.33,18.33,NA,NA,NA,7,74.11
"7722","BON",2020-10-03,97.81,1.29,1.32,101.1,17.78,17.78,NA,NA,NA,NA,74.97
"7723","BON",2020-10-04,110.48,1.3,1.17,109,17.78,17.78,NA,NA,NA,7,75.23
"7724","BON",2020-10-05,117.63,1.21,1.03,118,18.33,18.33,NA,NA,NA,7,75.26
"7725","BON",2020-10-06,95.53,1.19,1.24,97.8,18.33,18.33,NA,NA,NA,7,75.23
"7726","BON",2020-10-07,96.99,1.21,1.25,98.4,17.78,17.78,NA,NA,NA,7,75.55
"7727","BON",2020-10-08,98.76,1.2,1.21,97.2,17.78,17.78,NA,NA,NA,7,75.61
"7728","BON",2020-10-09,93.46,1.22,1.3,92,17.78,17.78,NA,NA,NA,7,75.49
"7729","BON",2020-10-10,83.91,1.2,1.44,81.5,17.78,17.78,NA,NA,NA,7,75.41
"7730","BON",2020-10-11,86.05,1.2,1.39,87.8,17.78,17.78,NA,NA,NA,7,75.4
"7731","BON",2020-10-12,78.89,1.2,1.52,80,17.78,17.78,NA,NA,NA,NA,75.51
"7732","BON",2020-10-13,103.85,1.21,1.16,97.8,17.78,17.78,NA,NA,NA,7,75.14
"7733","BON",2020-10-14,116.88,1.21,1.04,100.2,17.78,17.78,NA,NA,NA,7,73.91
"7734","BON",2020-10-15,110.75,1.17,1.05,101.5,17.78,17.78,NA,NA,NA,3,72.4
"7735","BON",2020-10-16,100.66,1.17,1.16,109.9,16.67,16.67,NA,NA,NA,5,72.27
"7736","BON",2020-10-17,103.51,1.2,1.16,99.7,16.67,16.67,NA,NA,NA,7,72.88
"7737","BON",2020-10-18,92.73,1.2,1.29,100.1,16.11,16.11,NA,NA,NA,7,73.01
"7738","BON",2020-10-19,95.35,1.17,1.22,82.4,16.11,16.11,NA,NA,NA,7,72.65
"7739","BON",2020-10-20,80.15,1.12,1.39,85.4,16.11,16.11,NA,NA,NA,7,72.58
"7740","BON",2020-10-21,93.54,0.94,1,99.4,16.11,16.11,NA,NA,NA,7,72.8
"7741","BON",2020-10-22,105,1.15,1.09,112.2,15.56,15.56,NA,NA,NA,6,73.26
"7742","BON",2020-10-23,114.73,1.15,1,111.1,15.56,15.56,NA,NA,NA,7,73.63
"7743","BON",2020-10-24,115.62,1.15,0.99,116.5,15,15,NA,NA,NA,7,73.52
"7744","BON",2020-10-25,115.33,1.15,0.99,128.3,15,15,NA,NA,NA,7,74.02
"7745","BON",2020-10-26,115.25,1.15,0.99,103.5,14.44,14.44,NA,NA,NA,6,74.48
"7746","BON",2020-10-27,118.56,1.21,1.02,124.3,13.89,13.89,NA,NA,NA,7,73.7
"7747","BON",2020-10-28,120.25,1.15,0.96,112.3,13.33,13.33,NA,NA,NA,7,74.25
"7748","BON",2020-10-29,122.1,1.15,0.95,110.7,13.33,13.33,NA,NA,NA,7,72.57
"7749","BON",2020-10-30,93.49,1.13,1.2,97.4,13.33,13.33,NA,NA,NA,7,72.49
"7750","BON",2020-10-31,96.11,1,1.04,112.1,13.33,13.33,NA,NA,NA,7,73.96
"7751","BON",2020-11-01,134.23,0.97,0.72,130.3,13.33,13.33,NA,NA,NA,7,74.04
"7752","BON",2020-11-02,134.62,1.07,0.79,130.5,12.78,12.78,NA,NA,NA,7,73.71
"7753","BON",2020-11-03,136.39,1.09,0.8,137.4,12.78,12.78,NA,NA,NA,7,73.45
"7754","BON",2020-11-04,134.46,0.98,0.73,126.6,12.78,12.78,NA,NA,NA,7,73.15
"7755","BON",2020-11-05,128.8,1.18,0.92,137.5,12.22,12.22,NA,NA,NA,7,72.7
"7756","BON",2020-11-06,128.45,1,0.78,121.3,12.22,12.22,NA,NA,NA,7,73.03
"7757","BON",2020-11-07,128.12,1.01,0.79,124.4,12.22,12.22,NA,NA,NA,7,72.69
"7758","BON",2020-11-08,130.65,1,0.77,130,12.22,12.22,NA,NA,NA,NA,72.57
"7759","BON",2020-11-09,141.06,1,0.71,143.4,11.67,11.67,NA,NA,NA,7,72.48
"7760","BON",2020-11-10,141.13,1.01,0.71,148,11.11,11.11,NA,NA,NA,NA,72.86
"7761","BON",2020-11-11,147.17,1,0.68,148.2,10.56,10.56,NA,NA,NA,6,73.5
"7762","BON",2020-11-12,150.29,1.1,0.73,152.4,10.56,10.56,NA,NA,NA,7,73.38
"7763","BON",2020-11-13,144.8,1.01,0.7,148.6,10.56,10.56,NA,NA,NA,7,73.89
"7764","BON",2020-11-14,138.73,1.01,0.73,148.6,10.56,10.56,NA,NA,NA,7,74.5
"7765","BON",2020-11-15,136.53,1.01,0.74,139,10,10,NA,NA,NA,7,74.97
"7766","BON",2020-11-16,142.2,0.97,0.68,132.2,10,10,NA,NA,NA,7,75.31
"7767","BON",2020-11-17,148.61,1,0.68,141.9,10,10,NA,NA,NA,7,74.28
"7768","BON",2020-11-18,146.74,1.01,0.69,146.3,10,10,NA,NA,NA,7,73.73
"7769","BON",2020-11-19,146.37,1.04,0.71,146.5,10,10,NA,NA,NA,7,73.75
"7770","BON",2020-11-20,157.23,1,0.64,159.2,10,10,NA,NA,NA,7,74.4
"7771","BON",2020-11-21,161.73,1.01,0.62,158.4,10,10,NA,NA,NA,7,74.23
"7772","BON",2020-11-22,165.01,1.01,0.61,162,10,10,NA,NA,NA,7,73.89
"7773","BON",2020-11-23,153.66,1,0.65,158.9,8.89,8.89,NA,NA,NA,7,73.39
"7774","BON",2020-11-24,151.95,1.01,0.66,142.5,8.89,8.89,NA,NA,NA,7,73.49
"7775","BON",2020-11-25,148.72,1,0.68,142.5,8.89,8.89,NA,NA,NA,7,72.81
"7776","BON",2020-11-26,137.46,1,0.73,137.9,8.89,8.89,NA,NA,NA,7,72.6
"7777","BON",2020-11-27,132.91,1,0.76,138.3,8.89,8.89,NA,NA,NA,7,72.91
"7778","BON",2020-11-28,142.58,1,0.7,137.8,8.89,8.89,NA,NA,NA,7,72.86
"7779","BON",2020-11-29,146.18,0.99,0.68,145,8.89,8.89,NA,NA,NA,7,72.41
"7780","BON",2020-11-30,138.09,1.01,0.73,146.9,8.89,8.89,NA,NA,NA,7,72.82
"7781","BON",2020-12-01,145.68,0.48,0.33,142.5,8.89,8.89,NA,NA,NA,7,73.15
"7782","BON",2020-12-02,143.44,0.08,0.06,140.5,8.89,8.89,NA,NA,NA,7,72.87
"7783","BON",2020-12-03,136.9,0.48,0.35,136.8,8.33,8.33,NA,NA,NA,7,72.84
"7784","BON",2020-12-04,135.08,0.49,0.36,143.3,7.78,7.78,NA,NA,NA,7,72.99
"7785","BON",2020-12-05,142.05,0.48,0.34,136.2,7.78,7.78,NA,NA,NA,7,73.14
"7786","BON",2020-12-06,135.96,0.5,0.36,138,7.22,7.22,NA,NA,NA,NA,73.1
"7787","BON",2020-12-07,140.11,0.52,0.37,140.2,7.22,7.22,NA,NA,NA,7,73.35
"7788","BON",2020-12-08,139.2,0.47,0.34,140.2,7.22,7.22,NA,NA,NA,7,73.1
"7789","BON",2020-12-09,131.37,0.49,0.37,130,7.22,7.22,NA,NA,NA,7,73.28
"7790","BON",2020-12-10,133.14,0.48,0.36,132,7.22,7.22,NA,NA,NA,6,73.05
"7791","BON",2020-12-11,134.11,0.53,0.4,144.1,7.78,7.78,NA,NA,NA,6,73.36
"7792","BON",2020-12-12,138.89,0.48,0.35,138.4,7.22,7.22,NA,NA,NA,7,73.9
"7793","BON",2020-12-13,134.31,0.48,0.36,131,7.22,7.22,NA,NA,NA,7,73.9
"7794","BON",2020-12-14,138.76,0.49,0.35,141,7.22,7.22,NA,NA,NA,7,73.71
"7795","BON",2020-12-15,140.57,0.48,0.34,131.6,6.67,6.67,NA,NA,NA,6,73.36
"7796","BON",2020-12-16,145.05,0.49,0.34,144.1,6.67,6.67,NA,NA,NA,6,73.63
"7797","BON",2020-12-17,137.92,0.48,0.35,142.3,6.67,6.67,NA,NA,NA,7,73.28
"7798","BON",2020-12-18,138.25,0.48,0.35,134.7,6.67,6.67,NA,NA,NA,7,73.43
"7799","BON",2020-12-19,133.83,0.48,0.36,133,6.67,6.67,NA,NA,NA,7,73.61
"7800","BON",2020-12-20,136.39,0.48,0.35,132.9,6.67,6.67,NA,NA,NA,7,74.08
"7801","BON",2020-12-21,139.33,0.48,0.35,144.5,6.67,6.67,NA,NA,NA,7,74.6
"7802","BON",2020-12-22,150.02,0.48,0.32,141.2,6.67,6.67,NA,NA,NA,5,74.76
"7803","BON",2020-12-23,157.08,2.39,1.52,154.9,6.67,6.67,NA,NA,NA,5,74.29
"7804","BON",2020-12-24,159.45,0.49,0.31,153.5,6.67,6.67,NA,NA,NA,5,73.94
"7805","BON",2020-12-25,148.33,0.48,0.32,150.9,6.67,6.67,NA,NA,NA,4.5,73.37
"7806","BON",2020-12-26,137.6,0.48,0.35,143.2,6.11,6.11,NA,NA,NA,5,73.11
